flight_id,split,retained_in_distribution,rows
KSTL:SKW6046_12L_a7e318_20260515T231641Z,train,True,146
KSTL:SKW6046_12L_a7e6cf_20260516T231317Z,train,True,139
KSTL:SKW6046_30R_a07311_20260512T000623Z,train,True,264
KSTL:SKW6046_30R_a19b18_20260519T231236Z,train,True,276
KSTL:SKW6046_30R_a7f096_20260510T231138Z,val,True,315
KSTL:SKW6215_12L_a63f4e_20260518T043823Z,train,True,161
KSTL:SKW6215_12L_a646bc_20260517T043331Z,train,True,143
KSTL:SKW6215_12L_a65598_20260519T044205Z,val,True,166
KSTL:SKW6215_30R_a66a84_20260513T043917Z,val,True,267
KSTL:SWA1012_11_ac5a73_20260720T135634Z,train,True,123
KSTL:SWA1012_12L_a14452_20260710T135000Z,train,True,324
KSTL:SWA1012_12L_abae8f_20260709T140520Z,train,True,285
KSTL:SWA1012_12L_ac696c_20260706T141204Z,train,True,289
KSTL:SWA1012_29_abadc0_20260717T135428Z,train,True,152
KSTL:SWA1012_30R_ac36cc_20260713T135500Z,train,True,120
KSTL:SWA1014_12L_a1dcf2_20260708T225843Z,train,True,294
KSTL:SWA1014_12L_a62fd1_20260714T233143Z,val,True,289
KSTL:SWA1014_12L_ac8ee5_20260715T230331Z,train,True,291
KSTL:SWA1014_30R_aab146_20260707T231240Z,train,True,133
KSTL:SWA1014_30R_ac8777_20260721T235246Z,train,True,125
KSTL:SWA1031_30R_a2e646_20260711T230034Z,train,True,162
KSTL:SWA1031_30R_a5468e_20260718T223511Z,train,True,134
KSTL:SWA103_30R_a5ce40_20260711T203342Z,train,True,116
KSTL:SWA103_30R_ac4f6f_20260704T181316Z,train,True,258
KSTL:SWA103_30R_aceb61_20260718T203214Z,val,True,132
KSTL:SWA1080_30R_abbc52_20260704T140743Z,train,True,133
KSTL:SWA1083_12L_acb2ad_20260516T200134Z,train,True,309
KSTL:SWA1083_12L_ad1a4e_20260530T201029Z,train,True,348
KSTL:SWA1083_30R_a577d4_20260523T201249Z,train,True,118
KSTL:SWA1086_11_abd9d9_20260514T202629Z,train,True,276
KSTL:SWA1086_12L_abadf9_20260529T195544Z,train,True,267
KSTL:SWA1086_12L_abb972_20260515T201857Z,train,True,285
KSTL:SWA1086_12L_abd9d9_20260525T204550Z,train,True,247
KSTL:SWA1086_12L_abf2c2_20260528T203128Z,train,True,267
KSTL:SWA1086_12L_ac0fdc_20260521T203454Z,train,True,315
KSTL:SWA1086_12L_ac4b72_20260522T201339Z,train,True,315
KSTL:SWA1086_30R_ac6227_20260511T214622Z,train,True,129
KSTL:SWA1092_30R_ac24e4_20260511T030023Z,train,True,120
KSTL:SWA1094_12L_a20471_20260716T233658Z,val,True,284
KSTL:SWA1094_12L_a591d5_20260713T231951Z,train,True,173
KSTL:SWA1094_12L_a5e0d3_20260721T000533Z,train,True,294
KSTL:SWA1094_12L_aa9b20_20260703T232309Z,val,True,274
KSTL:SWA1094_30R_a2a26d_20260710T233134Z,train,True,117
KSTL:SWA1094_30R_ac8009_20260717T231214Z,train,True,125
KSTL:SWA1094_30R_ad6595_20260710T005149Z,train,True,124
KSTL:SWA1095_11_a5ea9a_20260514T180307Z,train,True,136
KSTL:SWA1095_12L_a2685b_20260528T190751Z,train,True,257
KSTL:SWA1095_12L_a2a26d_20260522T183335Z,val,True,160
KSTL:SWA1095_12L_a2f77b_20260525T180747Z,train,True,298
KSTL:SWA1095_12L_a56a56_20260515T182811Z,val,True,308
KSTL:SWA1095_12L_a5bd0b_20260521T180151Z,train,True,272
KSTL:SWA1095_12L_aa9e6d_20260529T180713Z,train,True,284
KSTL:SWA1109_11_a5ea9a_20260720T121105Z,train,True,303
KSTL:SWA1109_11_abd17b_20260711T131258Z,train,True,100
KSTL:SWA1109_12L_a23d25_20260709T121310Z,train,True,311
KSTL:SWA1109_12L_a5ea9a_20260703T122602Z,train,True,263
KSTL:SWA1109_12L_aa733b_20260710T122130Z,train,True,336
KSTL:SWA1109_12L_aa9e4a_20260716T120640Z,train,True,273
KSTL:SWA1109_12R_abe0df_20260715T125158Z,train,True,257
KSTL:SWA1109_29_ac66aa_20260722T124021Z,train,True,146
KSTL:SWA1109_30L_ac6227_20260721T123404Z,train,True,157
KSTL:SWA1109_30R_a1433a_20260706T121640Z,val,True,128
KSTL:SWA1109_30R_a2685b_20260713T121304Z,train,True,135
KSTL:SWA1109_30R_aaa5ff_20260705T130826Z,train,True,140
KSTL:SWA1109_30R_abaadd_20260707T122748Z,train,True,116
KSTL:SWA1109_30R_ac289f_20260718T124257Z,train,True,148
KSTL:SWA1109_30R_ac5697_20260708T123253Z,train,True,127
KSTL:SWA1109_30R_ac789b_20260717T120513Z,train,True,137
KSTL:SWA1109_30R_acb2ad_20260719T131754Z,train,True,135
KSTL:SWA1109_30R_ad1a4e_20260712T130753Z,train,True,124
KSTL:SWA1110_11_a29aff_20260720T153028Z,train,True,292
KSTL:SWA1110_12L_a1e302_20260706T155618Z,val,True,306
KSTL:SWA1110_12L_ac2f5a_20260711T154857Z,train,True,147
KSTL:SWA1110_12R_aaa954_20260716T160139Z,val,True,193
KSTL:SWA1110_29_a30657_20260717T153319Z,val,True,145
KSTL:SWA1110_30R_a30657_20260710T153515Z,train,True,138
KSTL:SWA1110_30R_a57b8b_20260703T154817Z,train,True,145
KSTL:SWA1110_30R_abc07b_20260712T162859Z,train,True,116
KSTL:SWA1110_30R_abd9d9_20260718T152057Z,train,True,132
KSTL:SWA1110_30R_ac5041_20260719T164637Z,val,True,128
KSTL:SWA1110_30R_ac5349_20260705T154753Z,train,True,116
KSTL:SWA1111_11_ac5700_20260709T004227Z,train,True,251
KSTL:SWA1111_12L_a28ee7_20260721T015441Z,train,True,278
KSTL:SWA1111_12L_a5ae2f_20260704T005916Z,train,True,291
KSTL:SWA1111_12L_aa7a3c_20260717T005922Z,val,True,134
KSTL:SWA1111_12L_aa7b10_20260711T034943Z,train,True,127
KSTL:SWA1111_12L_abb595_20260714T234617Z,train,True,145
KSTL:SWA1111_12L_abf308_20260719T212824Z,train,True,252
KSTL:SWA1111_12L_ac00b1_20260716T000520Z,val,True,152
KSTL:SWA1111_12L_ad694c_20260714T020506Z,train,True,290
KSTL:SWA1111_24_a5a30a_20260704T213850Z,train,True,156
KSTL:SWA1111_30R_a1c6a8_20260718T011543Z,train,True,130
KSTL:SWA1111_30R_a240dc_20260711T222102Z,train,True,125
KSTL:SWA1111_30R_a5f5bf_20260707T013918Z,train,True,137
KSTL:SWA1111_30R_ab5f6a_20260708T002425Z,train,True,126
KSTL:SWA1111_30R_abf351_20260712T213524Z,train,True,119
KSTL:SWA1111_30R_ac4bfe_20260705T214517Z,train,True,125
KSTL:SWA1118_11_aa7e3a_20260714T075612Z,train,True,288
KSTL:SWA1118_12L_a2bec7_20260704T035632Z,train,True,302
KSTL:SWA1118_12L_aa9b20_20260710T052451Z,train,True,313
KSTL:SWA1118_12L_ac37bd_20260720T050058Z,train,True,166
KSTL:SWA1118_12L_ac48d3_20260711T050259Z,train,True,217
KSTL:SWA1118_12L_ad7bdf_20260721T060732Z,train,True,241
KSTL:SWA1118_30R_a235b7_20260717T041213Z,train,True,120
KSTL:SWA1118_30R_a615d0_20260718T074650Z,train,True,139
KSTL:SWA1118_30R_abc478_20260712T025950Z,train,True,145
KSTL:SWA1118_30R_ac5afd_20260719T043626Z,train,True,128
KSTL:SWA1133_30R_ad1697_20260719T042242Z,train,True,202
KSTL:SWA1146_12L_ac6573_20260518T052448Z,train,True,254
KSTL:SWA1146_30L_ac48ac_20260511T045454Z,train,True,142
KSTL:SWA1151_12L_aab09a_20260517T210531Z,val,True,153
KSTL:SWA1151_12L_abebbe_20260526T213547Z,train,True,263
KSTL:SWA1151_12L_ad12e0_20260530T230236Z,train,True,164
KSTL:SWA1151_30R_a2396e_20260510T224146Z,val,True,133
KSTL:SWA1151_30R_ab62f8_20260519T213013Z,train,True,140
KSTL:SWA1151_30R_abaa43_20260513T212946Z,train,True,125
KSTL:SWA1151_30R_ac04f5_20260527T214004Z,train,True,116
KSTL:SWA1151_30R_ac5a94_20260512T213214Z,train,True,117
KSTL:SWA1151_30R_ad6595_20260523T225152Z,train,True,123
KSTL:SWA1164_12L_a2b3a2_20260531T165300Z,train,True,188
KSTL:SWA1164_30R_a19f29_20260519T161143Z,train,True,126
KSTL:SWA1164_30R_aa779d_20260512T164120Z,train,True,135
KSTL:SWA1164_30R_aaa2d3_20260513T162135Z,train,True,138
KSTL:SWA1164_30R_ac41f3_20260524T153708Z,train,True,175
KSTL:SWA1164_30R_ac8b2e_20260520T161343Z,train,True,131
KSTL:SWA1164_30R_ad4cf2_20260510T165431Z,train,True,149
KSTL:SWA1165_11_aa7a83_20260711T131912Z,train,True,168
KSTL:SWA1165_12L_a19404_20260710T114206Z,train,True,310
KSTL:SWA1165_12L_a235b7_20260716T114753Z,train,True,295
KSTL:SWA1165_12L_a2bec7_20260703T113714Z,train,True,250
KSTL:SWA1165_12L_a31533_20260706T155746Z,train,True,319
KSTL:SWA1165_12L_aa9b20_20260709T113320Z,train,True,241
KSTL:SWA1165_12L_aab1af_20260714T121903Z,train,True,295
KSTL:SWA1165_12L_ad7bdf_20260720T114441Z,train,True,284
KSTL:SWA1165_12R_a62fd1_20260715T121914Z,train,True,153
KSTL:SWA1165_30R_a27737_20260718T122147Z,train,True,143
KSTL:SWA1165_30R_a5f5bf_20260707T121810Z,val,True,126
KSTL:SWA1165_30R_aa7a3c_20260717T113452Z,train,True,163
KSTL:SWA1165_30R_aab146_20260708T121857Z,train,True,128
KSTL:SWA1165_30R_abbd0a_20260712T123150Z,train,True,124
KSTL:SWA1165_30R_abebbe_20260719T123529Z,train,True,112
KSTL:SWA1165_30R_ac5efa_20260705T123737Z,train,True,136
KSTL:SWA1165_30R_ac8ee5_20260722T122541Z,train,True,139
KSTL:SWA116_12L_a591d5_20260518T003149Z,train,True,155
KSTL:SWA116_30R_aaa5ff_20260511T012357Z,train,True,155
KSTL:SWA1173_11_ac5e8d_20260713T230622Z,val,True,121
KSTL:SWA1173_11_ac754d_20260704T023341Z,train,True,240
KSTL:SWA1173_12L_ac3dec_20260720T230402Z,train,True,275
KSTL:SWA1173_12L_ac7566_20260716T224250Z,train,True,289
KSTL:SWA1173_30R_ac3751_20260706T232318Z,train,True,128
KSTL:SWA1173_30R_ac486a_20260717T234628Z,train,True,131
KSTL:SWA1173_30R_ac6289_20260709T225741Z,train,True,118
KSTL:SWA1193_12L_ab5f1b_20260528T235623Z,train,True,142
KSTL:SWA1193_12L_ab5f6a_20260526T231937Z,train,True,144
KSTL:SWA1193_12L_abb172_20260522T234404Z,train,True,133
KSTL:SWA1193_12L_abc035_20260515T001814Z,train,True,157
KSTL:SWA1193_12L_abd1e3_20260518T015833Z,val,True,148
KSTL:SWA1193_12L_abf32f_20260522T001448Z,train,True,307
KSTL:SWA1193_12L_ac2c79_20260519T001218Z,val,True,134
KSTL:SWA1193_12L_ac33e2_20260516T224333Z,train,True,147
KSTL:SWA1193_12L_ac4bdd_20260527T224246Z,train,True,139
KSTL:SWA1193_12L_ac6668_20260530T223703Z,val,True,146
KSTL:SWA1193_12R_ac65dc_20260525T235321Z,train,True,131
KSTL:SWA1193_30R_ab5bd4_20260513T225704Z,train,True,274
KSTL:SWA1193_30R_abe075_20260512T224346Z,train,True,283
KSTL:SWA1193_30R_ac1ab8_20260520T224232Z,train,True,296
KSTL:SWA1193_30R_ac2813_20260511T010123Z,train,True,125
KSTL:SWA1193_30R_ac377b_20260523T230652Z,train,True,280
KSTL:SWA1193_30R_ac578c_20260512T001203Z,train,True,126
KSTL:SWA1196_12L_a200ba_20260529T021136Z,val,True,279
KSTL:SWA1196_12L_a26c12_20260516T010411Z,train,True,260
KSTL:SWA1196_12L_a2c9ec_20260526T022344Z,train,True,320
KSTL:SWA1196_12L_a528d6_20260515T010837Z,train,True,250
KSTL:SWA1196_12L_a717b6_20260523T014239Z,train,True,302
KSTL:SWA1196_12L_aa779d_20260522T005035Z,train,True,273
KSTL:SWA1196_12L_aa9b65_20260519T015041Z,train,True,155
KSTL:SWA1196_12L_abbcc1_20260518T014440Z,train,True,155
KSTL:SWA1196_12L_ac1765_20260527T022327Z,train,True,263
KSTL:SWA1196_12L_ac694f_20260531T004016Z,train,True,316
KSTL:SWA1196_12R_ac1765_20260528T050338Z,train,True,275
KSTL:SWA1196_30R_abd536_20260514T012510Z,train,True,138
KSTL:SWA1196_30R_ac08d4_20260513T010731Z,val,True,129
KSTL:SWA1196_30R_ac33e2_20260511T010626Z,train,True,136
KSTL:SWA1196_30R_ad61de_20260525T005443Z,train,True,127
KSTL:SWA1205_30R_a51f0f_20260711T233928Z,train,True,142
KSTL:SWA1205_30R_a5c31b_20260719T000011Z,train,True,136
KSTL:SWA1207_11_abc0e4_20260720T121717Z,train,True,318
KSTL:SWA1207_12L_abc3ec_20260710T121540Z,train,True,296
KSTL:SWA1207_12L_abe7e3_20260715T122234Z,train,True,141
KSTL:SWA1207_12L_ac2ba0_20260714T123151Z,train,True,259
KSTL:SWA1207_12L_ac34bf_20260709T121128Z,train,True,289
KSTL:SWA1207_12L_ac5a4a_20260716T121438Z,train,True,232
KSTL:SWA1207_30L_ac6204_20260721T124334Z,val,True,148
KSTL:SWA1207_30R_a53f20_20260719T122840Z,val,True,133
KSTL:SWA1207_30R_aa7aa6_20260712T121822Z,val,True,123
KSTL:SWA1207_30R_abd536_20260706T120715Z,train,True,125
KSTL:SWA1207_30R_abd90c_20260713T120521Z,train,True,126
KSTL:SWA1207_30R_abeb31_20260707T122027Z,train,True,117
KSTL:SWA1207_30R_abef2f_20260717T121319Z,train,True,128
KSTL:SWA1207_30R_ac3ea3_20260722T122803Z,train,True,136
KSTL:SWA1207_30R_ac578c_20260708T122748Z,val,True,127
KSTL:SWA1207_30R_ad0f29_20260705T123103Z,train,True,136
KSTL:SWA1218_12L_a72ca2_20260518T002009Z,val,True,320
KSTL:SWA1218_30R_acfdf4_20260511T000708Z,train,True,133
KSTL:SWA1221_12L_ac0f26_20260518T043353Z,val,True,332
KSTL:SWA1221_12L_ac61db_20260517T013707Z,train,True,261
KSTL:SWA1221_30L_ac249e_20260511T043425Z,train,True,138
KSTL:SWA1221_30R_ac1698_20260524T014324Z,train,True,126
KSTL:SWA1226_30R_ac27cf_20260524T144816Z,val,True,135
KSTL:SWA1241_30R_acef18_20260704T161101Z,train,True,123
KSTL:SWA1256_12L_a1f94c_20260518T122354Z,train,True,312
KSTL:SWA1256_12L_a27380_20260530T124727Z,train,True,259
KSTL:SWA1256_12L_a2c635_20260514T121414Z,train,True,273
KSTL:SWA1256_12L_a557c3_20260526T123409Z,train,True,316
KSTL:SWA1256_12L_a5d5ae_20260528T123035Z,train,True,160
KSTL:SWA1256_12L_aa779d_20260529T122214Z,train,True,311
KSTL:SWA1256_12L_aa7a3c_20260521T122615Z,train,True,293
KSTL:SWA1256_12L_aaaa64_20260515T121405Z,train,True,194
KSTL:SWA1256_12L_ac6993_20260517T122937Z,train,True,149
KSTL:SWA1256_12L_ad0919_20260523T123725Z,train,True,297
KSTL:SWA1256_30R_a13668_20260510T123727Z,val,True,139
KSTL:SWA1256_30R_a318ea_20260520T122927Z,train,True,134
KSTL:SWA1256_30R_a537b2_20260519T121838Z,train,True,147
KSTL:SWA1256_30R_a7506a_20260527T122635Z,train,True,126
KSTL:SWA1256_30R_aa6bed_20260513T121633Z,train,True,139
KSTL:SWA1256_30R_acfdf4_20260511T121436Z,train,True,125
KSTL:SWA1256_30R_ad36a8_20260512T125150Z,train,True,151
KSTL:SWA1285_12L_abe475_20260716T035507Z,val,True,143
KSTL:SWA1285_12L_ac27a6_20260708T224704Z,val,True,126
KSTL:SWA1285_30R_abb4ea_20260707T232300Z,val,True,290
KSTL:SWA1285_30R_ac24e4_20260721T232539Z,train,True,255
KSTL:SWA1314_30R_a1ce16_20260711T174833Z,train,True,127
KSTL:SWA1314_30R_aaad6d_20260718T180538Z,train,True,284
KSTL:SWA1324_12L_abebbe_20260716T043320Z,val,True,146
KSTL:SWA1324_12L_ac0bde_20260709T064115Z,val,True,123
KSTL:SWA1324_12L_ac28e5_20260715T043609Z,train,True,150
KSTL:SWA1324_30R_abd50f_20260708T044620Z,train,True,298
KSTL:SWA1324_30R_ac578c_20260722T045944Z,train,True,249
KSTL:SWA1329_12L_ab5e9b_20260530T000650Z,train,True,137
KSTL:SWA1329_12L_abbca1_20260519T000156Z,train,True,149
KSTL:SWA1329_12L_abc07b_20260522T232058Z,train,True,131
KSTL:SWA1329_12L_abe450_20260525T231640Z,train,True,147
KSTL:SWA1329_12L_abe4b9_20260521T233731Z,train,True,136
KSTL:SWA1329_12L_abec6c_20260515T232317Z,val,True,124
KSTL:SWA1329_12L_abfcda_20260531T230759Z,train,True,142
KSTL:SWA1329_12L_ac20a1_20260526T230232Z,train,True,167
KSTL:SWA1329_12L_ac2154_20260514T232049Z,train,True,140
KSTL:SWA1329_12L_ac5a4a_20260527T231548Z,train,True,146
KSTL:SWA1329_12L_ac5afd_20260518T002118Z,train,True,151
KSTL:SWA1329_30R_ab5b66_20260510T225749Z,train,True,258
KSTL:SWA1329_30R_abad94_20260511T232345Z,train,True,277
KSTL:SWA1329_30R_abc107_20260519T231407Z,val,True,271
KSTL:SWA1329_30R_abfdaf_20260524T210953Z,train,True,306
KSTL:SWA1329_30R_ac2038_20260512T225517Z,train,True,268
KSTL:SWA1329_30R_ac61db_20260513T225845Z,train,True,130
KSTL:SWA1329_30R_ac62a9_20260520T225930Z,val,True,263
KSTL:SWA1333_12L_a13668_20260515T123052Z,train,True,270
KSTL:SWA1333_12L_a146ce_20260531T122103Z,val,True,344
KSTL:SWA1333_12L_abb930_20260526T121704Z,train,True,321
KSTL:SWA1333_12L_abe475_20260521T124252Z,train,True,308
KSTL:SWA1333_12L_abf008_20260530T211753Z,train,True,277
KSTL:SWA1333_12L_ac287c_20260514T123659Z,train,True,342
KSTL:SWA1333_12L_ac3030_20260529T131347Z,val,True,296
KSTL:SWA1333_12L_ac5e01_20260528T124410Z,train,True,161
KSTL:SWA1333_12R_abfc97_20260518T123132Z,train,True,333
KSTL:SWA1333_12R_ac47b7_20260517T123050Z,train,True,462
KSTL:SWA1333_30R_abb245_20260512T120513Z,train,True,131
KSTL:SWA1333_30R_abb507_20260520T120011Z,train,True,121
KSTL:SWA1333_30R_abb5e2_20260510T122213Z,train,True,136
KSTL:SWA1333_30R_ac138c_20260519T115931Z,train,True,139
KSTL:SWA1333_30R_ac2082_20260511T122854Z,train,True,132
KSTL:SWA1333_30R_ac27f0_20260513T121144Z,val,True,155
KSTL:SWA1333_30R_ac2f83_20260527T121445Z,train,True,138
KSTL:SWA1333_30R_ac3030_20260523T222329Z,train,True,119
KSTL:SWA1333_30R_ac5765_20260525T122848Z,train,True,123
KSTL:SWA1335_12L_abc4d8_20260522T154720Z,train,True,323
KSTL:SWA1335_12L_abf9d5_20260528T154340Z,train,True,269
KSTL:SWA1335_12L_ac0b74_20260529T152725Z,val,True,253
KSTL:SWA1335_12L_ac1720_20260515T153529Z,train,True,298
KSTL:SWA1335_12L_ac17b0_20260525T154650Z,train,True,264
KSTL:SWA1335_30R_ac101f_20260511T153641Z,train,True,134
KSTL:SWA1337_12L_ab5b8c_20260530T040119Z,train,True,270
KSTL:SWA1337_12L_ab5f1b_20260515T035930Z,train,True,336
KSTL:SWA1337_12L_abc455_20260518T043116Z,train,True,334
KSTL:SWA1337_12L_abf9b1_20260523T035435Z,train,True,310
KSTL:SWA1337_12L_ac13f9_20260522T040457Z,val,True,312
KSTL:SWA1337_12L_ac1747_20260519T040240Z,train,True,175
KSTL:SWA1337_12L_ac210e_20260529T041207Z,train,True,332
KSTL:SWA1337_12L_ac28e5_20260526T042647Z,train,True,278
KSTL:SWA1337_12R_abeb57_20260516T040440Z,train,True,275
KSTL:SWA1337_30L_ac1afa_20260511T043904Z,val,True,129
KSTL:SWA1337_30R_abb94f_20260513T201729Z,train,True,130
KSTL:SWA1337_30R_ac0ff9_20260519T201944Z,train,True,125
KSTL:SWA1337_30R_ac42bf_20260527T202207Z,train,True,133
KSTL:SWA1337_30R_ac668d_20260520T203741Z,train,True,118
KSTL:SWA1338_12L_aaaa4a_20260716T024839Z,train,True,140
KSTL:SWA1338_12L_ac712d_20260709T033147Z,train,True,146
KSTL:SWA1338_12L_acb2ad_20260715T042612Z,val,True,152
KSTL:SWA1338_30R_a2f77b_20260722T032512Z,train,True,264
KSTL:SWA1338_30R_a74a5a_20260708T032901Z,train,True,273
KSTL:SWA1346_12L_abec03_20260712T195115Z,train,True,132
KSTL:SWA1346_12L_ac377b_20260719T200224Z,train,True,138
KSTL:SWA1346_30R_ac5b66_20260705T194435Z,train,True,182
KSTL:SWA1351_12L_ab5ed8_20260526T004136Z,val,True,145
KSTL:SWA1351_12L_abad94_20260523T003919Z,train,True,146
KSTL:SWA1351_12L_abadd6_20260526T224421Z,train,True,153
KSTL:SWA1351_12L_abd17b_20260516T005818Z,train,True,148
KSTL:SWA1351_12L_abfd39_20260522T011821Z,train,True,146
KSTL:SWA1351_12L_ac1698_20260515T003555Z,train,True,148
KSTL:SWA1351_12L_ac668d_20260529T004813Z,train,True,151
KSTL:SWA1351_12R_ac5326_20260530T034738Z,val,True,131
KSTL:SWA1351_30R_ab5f1b_20260519T232021Z,train,True,294
KSTL:SWA1351_30R_abbce5_20260513T225545Z,train,True,267
KSTL:SWA1351_30R_abe101_20260512T224043Z,val,True,242
KSTL:SWA1351_30R_abf2ea_20260511T003807Z,val,True,285
KSTL:SWA1351_30R_ac3338_20260520T224328Z,train,True,250
KSTL:SWA1351_30R_ac3f09_20260512T002827Z,train,True,264
KSTL:SWA1358_30R_a1440c_20260525T012135Z,train,True,125
KSTL:SWA1362_30R_abad94_20260525T030913Z,train,True,254
KSTL:SWA136_24_abdc56_20260704T222845Z,train,True,147
KSTL:SWA1370_30R_a2cffc_20260513T193740Z,train,True,129
KSTL:SWA1370_30R_a577d4_20260527T194903Z,train,True,129
KSTL:SWA1370_30R_aa779d_20260519T194251Z,train,True,154
KSTL:SWA1370_30R_aaadf8_20260512T194546Z,val,True,149
KSTL:SWA1371_12L_a1b1bc_20260708T195035Z,train,True,213
KSTL:SWA1371_12L_a1ca5f_20260712T210046Z,train,True,279
KSTL:SWA1371_12L_a2886c_20260716T193516Z,train,True,255
KSTL:SWA1371_12L_a2edb4_20260714T193706Z,train,True,290
KSTL:SWA1371_12L_a5b954_20260719T213928Z,train,True,281
KSTL:SWA1371_12L_a73410_20260713T204415Z,train,True,288
KSTL:SWA1371_12L_aaaa4a_20260703T191041Z,train,True,269
KSTL:SWA1371_12L_ace19a_20260715T194635Z,train,True,287
KSTL:SWA1371_30R_a2fb32_20260721T193953Z,train,True,127
KSTL:SWA1371_30R_ac712d_20260717T191355Z,train,True,139
KSTL:SWA1371_30R_ac929c_20260705T214151Z,val,True,117
KSTL:SWA1371_30R_accb50_20260709T194102Z,val,True,129
KSTL:SWA1373_11_aa9afc_20260720T151136Z,train,True,139
KSTL:SWA1373_12L_a57b8b_20260714T154850Z,train,True,155
KSTL:SWA1373_12L_aa9b20_20260706T152735Z,train,True,143
KSTL:SWA1373_12R_a2d3b3_20260722T152757Z,train,True,138
KSTL:SWA1373_12R_a54bab_20260715T153210Z,train,True,130
KSTL:SWA1373_29_aa6ba6_20260717T150752Z,train,True,171
KSTL:SWA1373_30L_a1f1de_20260721T152956Z,train,True,259
KSTL:SWA1373_30R_a28c23_20260713T150742Z,train,True,244
KSTL:SWA1373_30R_aaad49_20260708T152450Z,train,True,276
KSTL:SWA1373_30R_aab169_20260710T150901Z,train,True,267
KSTL:SWA1373_30R_abbd73_20260704T141414Z,train,True,117
KSTL:SWA1373_30R_ac4ca8_20260707T154418Z,train,True,251
KSTL:SWA1376_12L_a143a3_20260704T123144Z,val,True,288
KSTL:SWA1377_30R_abd559_20260705T023447Z,train,True,137
KSTL:SWA1383_12L_aa777e_20260522T200952Z,train,True,252
KSTL:SWA1395_12L_a5540c_20260526T200009Z,train,True,308
KSTL:SWA1395_12L_ac205f_20260530T020555Z,train,True,295
KSTL:SWA1395_12L_ac2154_20260516T022403Z,train,True,255
KSTL:SWA1395_12L_ac247a_20260523T013857Z,train,True,308
KSTL:SWA1395_12L_ac2bc6_20260515T015522Z,train,True,263
KSTL:SWA1395_12L_ac2bc6_20260526T022013Z,train,True,272
KSTL:SWA1395_12L_ac300d_20260522T015735Z,val,True,306
KSTL:SWA1395_12L_ac5041_20260529T021606Z,train,True,312
KSTL:SWA1395_12L_ac53b2_20260516T205928Z,train,True,281
KSTL:SWA1395_12L_ad0562_20260518T020025Z,train,True,297
KSTL:SWA1395_30R_a1e302_20260525T011813Z,train,True,139
KSTL:SWA1395_30R_a1f94c_20260512T195353Z,train,True,127
KSTL:SWA1395_30R_a3117c_20260527T204037Z,train,True,141
KSTL:SWA1395_30R_a5468e_20260519T201531Z,train,True,125
KSTL:SWA1395_30R_a56e0d_20260513T200626Z,train,True,133
KSTL:SWA1395_30R_aaa96f_20260511T020432Z,train,True,141
KSTL:SWA1395_30R_ac32f2_20260512T021620Z,train,True,125
KSTL:SWA1395_30R_ac53b2_20260523T231933Z,train,True,117
KSTL:SWA1397_12L_abe101_20260720T042637Z,train,True,149
KSTL:SWA1397_30R_ac2173_20260706T043044Z,train,True,257
KSTL:SWA1397_30R_ac3030_20260713T044958Z,train,True,260
KSTL:SWA1409_12L_a28c23_20260518T015646Z,train,True,276
KSTL:SWA1409_12L_ab5bb1_20260519T020345Z,train,True,319
KSTL:SWA1409_12L_ab5eb2_20260529T012213Z,train,True,279
KSTL:SWA1409_12L_ac1a2c_20260526T020946Z,val,True,156
KSTL:SWA1409_12L_ac2fc3_20260522T013259Z,train,True,264
KSTL:SWA1409_12L_ac4f4c_20260516T022642Z,train,True,273
KSTL:SWA1409_12L_ac4f4c_20260523T021525Z,train,True,293
KSTL:SWA1409_12L_ac5eb4_20260515T035239Z,train,True,272
KSTL:SWA1409_12L_ac65dc_20260530T013644Z,train,True,270
KSTL:SWA1409_30R_a53f20_20260511T015251Z,val,True,139
KSTL:SWA1409_30R_ac0448_20260512T021356Z,train,True,129
KSTL:SWA140_30R_a1440c_20260712T214518Z,train,True,277
KSTL:SWA140_30R_abe09a_20260706T001606Z,val,True,244
KSTL:SWA1411_11_ac3adf_20260720T160425Z,train,True,109
KSTL:SWA1411_12L_abbc75_20260714T164523Z,train,True,147
KSTL:SWA1411_12L_ac2038_20260706T160333Z,val,True,136
KSTL:SWA1411_12L_ac5ab7_20260713T164059Z,train,True,290
KSTL:SWA1411_12L_ac6289_20260711T163117Z,train,True,139
KSTL:SWA1411_12R_ac7218_20260715T170230Z,train,True,129
KSTL:SWA1411_30L_abb8a0_20260721T170720Z,train,True,254
KSTL:SWA1411_30R_aa9a7a_20260705T185713Z,train,True,119
KSTL:SWA1411_30R_ab5b8c_20260704T161218Z,train,True,268
KSTL:SWA1411_30R_abd57e_20260710T155955Z,train,True,117
KSTL:SWA1411_30R_abfd23_20260707T165124Z,train,True,258
KSTL:SWA1411_30R_ac245c_20260709T154659Z,train,True,117
KSTL:SWA1411_30R_ac289f_20260703T154935Z,train,True,298
KSTL:SWA1411_30R_ac36ef_20260718T162112Z,train,True,238
KSTL:SWA1411_30R_ac5e6e_20260708T165910Z,train,True,248
KSTL:SWA1411_30R_ad3a5f_20260719T173311Z,train,True,123
KSTL:SWA1412_12L_a1bf3a_20260713T201449Z,train,True,287
KSTL:SWA1412_12L_a5a6c1_20260716T204707Z,val,True,270
KSTL:SWA1412_12L_a742ec_20260714T201524Z,train,True,325
KSTL:SWA1412_12L_aa7b10_20260715T200239Z,train,True,131
