flight_id,split,rows,pairs_2s,pairs_10s,pairs_30s,pairs_60s,pairs_120s
KSJC:SWA1351_30L_ac20c4_20260702T033515Z,val,123,122,118,108,93,63
KSJC:SWA1351_30L_ac20c4_20260716T033026Z,train,140,139,135,125,110,80
KSJC:SWA1351_30L_ac2fea_20260715T040039Z,train,156,155,151,141,126,96
KSJC:SWA1351_30R_ab5f1b_20260722T041936Z,train,123,122,118,108,93,63
KSJC:SWA1351_30R_ac2f83_20260701T035818Z,train,124,123,119,109,94,64
KSJC:SWA1368_30L_abd57e_20260704T201038Z,train,137,136,132,122,107,77
KSJC:SWA1381_30L_abb507_20260705T191532Z,val,129,128,124,114,99,69
KSJC:SWA1381_30L_ac2038_20260712T190809Z,train,126,125,121,111,96,66
KSJC:SWA1390_12R_a3117c_20260528T211008Z,train,330,329,325,315,300,270
KSJC:SWA1390_30L_a2b3a2_20260511T211333Z,train,129,128,124,114,99,69
KSJC:SWA1390_30L_a5ce40_20260522T210736Z,train,130,129,125,115,100,70
KSJC:SWA1390_30L_a5d965_20260501T212422Z,train,129,128,124,114,99,69
KSJC:SWA1390_30L_a5ea9a_20260529T210056Z,val,137,136,132,122,107,77
KSJC:SWA1390_30L_aaa668_20260504T211228Z,train,133,132,128,118,103,73
KSJC:SWA1390_30L_aaae1b_20260518T210416Z,train,131,130,126,116,101,71
KSJC:SWA1390_30L_aab09a_20260508T210850Z,train,151,150,146,136,121,91
KSJC:SWA1390_30L_aab09a_20260515T205854Z,val,143,142,138,128,113,83
KSJC:SWA1390_30L_abb1c2_20260518T001102Z,train,139,138,134,124,109,79
KSJC:SWA1390_30L_abf9f8_20260509T205320Z,val,133,132,128,118,103,73
KSJC:SWA1390_30L_abfac6_20260519T203208Z,train,130,129,125,115,100,70
KSJC:SWA1390_30L_abfcb6_20260513T203211Z,train,123,122,118,108,93,63
KSJC:SWA1390_30L_abfd39_20260520T204434Z,val,136,135,131,121,106,76
KSJC:SWA1390_30L_abfdf8_20260526T204708Z,train,138,137,133,123,108,78
KSJC:SWA1390_30L_ac006d_20260506T203657Z,val,127,126,122,112,97,67
KSJC:SWA1390_30L_ac0448_20260502T202549Z,val,134,133,129,119,104,74
KSJC:SWA1390_30L_ac0448_20260516T211837Z,train,150,149,145,135,120,90
KSJC:SWA1390_30L_ac0b74_20260530T202546Z,train,129,128,124,114,99,69
KSJC:SWA1390_30L_ac0c41_20260511T000527Z,train,118,117,113,103,88,58
KSJC:SWA1390_30L_ac1a44_20260512T203803Z,train,145,144,140,130,115,85
KSJC:SWA1390_30L_ac1b21_20260505T203304Z,val,142,141,137,127,112,82
KSJC:SWA1390_30L_ac1b44_20260523T204105Z,train,120,119,115,105,90,60
KSJC:SWA1390_30L_ac48f2_20260504T013859Z,train,125,124,120,110,95,65
KSJC:SWA1390_30L_ad4cf2_20260507T205612Z,train,142,141,137,127,112,82
KSJC:SWA1390_30R_a1a2e0_20260514T205543Z,train,145,144,140,130,115,85
KSJC:SWA1400_30L_a1e6b9_20260523T025914Z,val,143,142,138,128,113,83
KSJC:SWA1400_30L_a1ea70_20260501T032035Z,train,138,137,133,123,108,78
KSJC:SWA1400_30L_a2886c_20260511T034831Z,train,136,135,131,121,106,76
KSJC:SWA1400_30L_a2edb4_20260526T032855Z,train,139,138,134,124,109,79
KSJC:SWA1400_30L_a53b69_20260516T032201Z,train,138,137,133,123,108,78
KSJC:SWA1400_30L_a55f31_20260502T031715Z,train,131,130,126,116,101,71
KSJC:SWA1400_30L_a58e1e_20260522T025326Z,train,140,139,135,125,110,80
KSJC:SWA1400_30L_a6049b_20260515T023302Z,train,140,139,135,125,110,80
KSJC:SWA1400_30L_aa6ba6_20260504T031949Z,train,131,130,126,116,101,71
KSJC:SWA1400_30L_aa7b33_20260503T020134Z,val,138,137,133,123,108,78
KSJC:SWA1400_30L_aa7df3_20260509T023155Z,train,147,146,142,132,117,87
KSJC:SWA1400_30L_aaa929_20260524T020110Z,val,131,130,126,116,101,71
KSJC:SWA1400_30L_aab1af_20260519T041753Z,val,152,151,147,137,122,92
KSJC:SWA1400_30L_abb12d_20260528T032632Z,train,132,131,127,117,102,72
KSJC:SWA1400_30L_abc0e4_20260525T031225Z,train,123,122,118,108,93,63
KSJC:SWA1400_30L_abef98_20260520T032531Z,train,136,135,131,121,106,76
KSJC:SWA1400_30L_ac1afa_20260507T041827Z,train,139,138,134,124,109,79
KSJC:SWA1400_30L_ac27f0_20260527T032038Z,train,143,142,138,128,113,83
KSJC:SWA1400_30L_ac2ba0_20260521T035755Z,train,133,132,128,118,103,73
KSJC:SWA1400_30L_ac5efa_20260531T021538Z,train,135,134,130,120,105,75
KSJC:SWA1400_30L_ac6596_20260506T032013Z,val,149,148,144,134,119,89
KSJC:SWA1400_30L_ac8777_20260512T023849Z,train,129,128,124,114,99,69
KSJC:SWA1400_30L_acba1b_20260529T024043Z,train,131,130,126,116,101,71
KSJC:SWA1400_30L_ad7f96_20260518T042000Z,train,159,158,154,144,129,99
KSJC:SWA1400_30R_aa7a61_20260508T023312Z,val,149,148,144,134,119,89
KSJC:SWA1407_30L_a143a3_20260712T220821Z,train,119,118,114,104,89,59
KSJC:SWA1407_30L_ac03e2_20260719T221125Z,train,124,123,119,109,94,64
KSJC:SWA1407_30L_ac07dc_20260628T225127Z,val,134,133,129,119,104,74
KSJC:SWA1407_30L_ac088e_20260705T224253Z,train,116,115,111,101,86,56
KSJC:SWA1407_30L_ac0f4d_20260713T213352Z,train,127,126,122,112,97,67
KSJC:SWA1407_30L_ac2f18_20260706T210418Z,train,113,112,108,98,83,53
KSJC:SWA1407_30L_ac2fea_20260717T211436Z,train,120,119,115,105,90,60
KSJC:SWA1407_30L_ac3315_20260703T211141Z,train,125,124,120,110,95,65
KSJC:SWA1407_30L_ac3688_20260629T224732Z,train,147,146,142,132,117,87
KSJC:SWA1407_30L_ac3a60_20260716T213155Z,train,128,127,123,113,98,68
KSJC:SWA1407_30L_ac3e5d_20260710T210350Z,train,133,132,128,118,103,73
KSJC:SWA1407_30L_ac4bdd_20260702T211641Z,train,123,122,118,108,93,63
KSJC:SWA1407_30R_ac6596_20260720T205947Z,val,121,120,116,106,91,61
KSJC:SWA1422_30L_ac27f0_20260712T230948Z,val,208,207,203,193,178,148
KSJC:SWA1422_30L_ac3688_20260719T230214Z,train,132,131,127,117,102,72
KSJC:SWA1422_30L_ac3ee9_20260705T230004Z,train,255,254,250,240,225,195
KSJC:SWA1422_30L_ac4888_20260628T225507Z,train,219,218,214,204,189,159
KSJC:SWA148_30L_ac3e5d_20260719T025312Z,train,129,128,124,114,99,69
KSJC:SWA148_30L_ac6a65_20260712T030926Z,train,126,125,121,111,96,66
KSJC:SWA1503_30L_a1ce16_20260516T174642Z,train,143,142,138,128,113,83
KSJC:SWA1503_30L_a25d36_20260531T164843Z,train,143,142,138,128,113,83
KSJC:SWA1503_30L_a2e28f_20260523T174158Z,train,137,136,132,122,107,77
KSJC:SWA1503_30L_a5468e_20260509T181534Z,train,136,135,131,121,106,76
KSJC:SWA1503_30L_a58e1e_20260502T175120Z,val,131,130,126,116,101,71
KSJC:SWA1503_30L_aa7718_20260517T165737Z,val,148,147,143,133,118,88
KSJC:SWA1503_30L_aaadb2_20260503T172547Z,val,128,127,123,113,98,68
KSJC:SWA1503_30L_abec4d_20260524T174324Z,train,130,129,125,115,100,70
KSJC:SWA1508_30L_ab5f00_20260706T043841Z,train,128,127,123,113,98,68
KSJC:SWA1508_30L_abe80e_20260713T053248Z,train,121,120,116,106,91,61
KSJC:SWA1508_30L_abe8b6_20260720T050545Z,val,129,128,124,114,99,69
KSJC:SWA1508_30L_abefba_20260629T051751Z,train,143,142,138,128,113,83
KSJC:SWA1511_30L_ac17b0_20260713T071423Z,train,122,121,117,107,92,62
KSJC:SWA1511_30L_ac4b72_20260720T070737Z,train,128,127,123,113,98,68
KSJC:SWA1511_30L_ac75b0_20260629T063714Z,train,135,134,130,120,105,75
KSJC:SWA1541_30L_a62c1a_20260524T235922Z,val,137,136,132,122,107,77
KSJC:SWA1547_12R_aa7df3_20260528T223841Z,train,231,230,226,216,201,171
KSJC:SWA1547_30L_a1d1d0_20260521T225243Z,train,139,138,134,124,109,79
KSJC:SWA1547_30L_a2b3a2_20260508T222007Z,train,143,142,138,128,113,83
KSJC:SWA1547_30L_a542d7_20260507T222755Z,val,147,146,142,132,117,87
KSJC:SWA1547_30L_aa7718_20260518T225044Z,train,147,146,142,132,117,87
KSJC:SWA1547_30L_aaa5b8_20260522T223404Z,train,128,127,123,113,98,68
KSJC:SWA1547_30L_aaad6d_20260515T224410Z,train,144,143,139,129,114,84
KSJC:SWA1547_30L_aaadb2_20260504T224255Z,train,139,138,134,124,109,79
KSJC:SWA1547_30L_aceb61_20260529T220134Z,train,163,162,158,148,133,103
KSJC:SWA1547_30R_a23d25_20260525T220239Z,train,79,78,74,64,49,19
KSJC:SWA1547_30R_a55055_20260501T221602Z,train,134,133,129,119,104,74
KSJC:SWA1547_30R_a73410_20260514T225811Z,train,147,146,142,132,117,87
KSJC:SWA1555_30L_a1b573_20260704T164303Z,train,128,127,123,113,98,68
KSJC:SWA1567_30L_ad6595_20260704T173630Z,train,124,123,119,109,94,64
KSJC:SWA1568_30L_a2db21_20260711T175933Z,train,136,135,131,121,106,76
KSJC:SWA1568_30L_a56e0d_20260718T174902Z,train,126,125,121,111,96,66
KSJC:SWA1570_30L_a62fd1_20260630T221126Z,train,131,130,126,116,101,71
KSJC:SWA1570_30L_aaa247_20260715T221620Z,train,148,147,143,133,118,88
KSJC:SWA1570_30R_a27380_20260721T220839Z,train,135,134,130,120,105,75
KSJC:SWA1570_30R_aa6f80_20260708T220538Z,train,152,151,147,137,122,92
KSJC:SWA157_12R_a284b5_20260528T155213Z,train,240,239,235,225,210,180
KSJC:SWA157_12R_a5b59d_20260527T163850Z,train,99,98,94,84,69,39
KSJC:SWA157_30L_a1e302_20260506T154311Z,train,139,138,134,124,109,79
KSJC:SWA157_30L_a1e302_20260519T155338Z,train,140,139,135,125,110,80
KSJC:SWA157_30L_a27380_20260514T154838Z,train,142,141,137,127,112,82
KSJC:SWA157_30L_a2c9ec_20260504T154946Z,train,133,132,128,118,103,73
KSJC:SWA157_30L_a2ded8_20260509T150031Z,val,146,145,141,131,116,86
KSJC:SWA157_30L_a2edb4_20260511T154838Z,train,130,129,125,115,100,70
KSJC:SWA157_30L_a2fee9_20260530T150223Z,train,145,144,140,130,115,85
KSJC:SWA157_30L_a51f0f_20260515T154841Z,train,143,142,138,128,113,83
KSJC:SWA157_30L_a51f0f_20260529T155436Z,val,135,134,130,120,105,75
KSJC:SWA157_30L_a57b8b_20260522T154855Z,val,135,134,130,120,105,75
KSJC:SWA157_30L_a591d5_20260505T155321Z,train,137,136,132,122,107,77
KSJC:SWA157_30L_a59b9c_20260507T155845Z,train,148,147,143,133,118,88
KSJC:SWA157_30L_a5bd0b_20260513T154958Z,train,140,139,135,125,110,80
KSJC:SWA157_30L_a73f35_20260508T154618Z,train,148,147,143,133,118,88
KSJC:SWA157_30L_a73f35_20260521T154623Z,train,135,134,130,120,105,75
KSJC:SWA157_30L_aa6bed_20260501T160228Z,val,139,138,134,124,109,79
KSJC:SWA157_30L_aa6f80_20260525T154844Z,train,135,134,130,120,105,75
KSJC:SWA157_30L_aaa2d3_20260526T155327Z,train,142,141,137,127,112,82
KSJC:SWA157_30L_ac250b_20260510T151050Z,train,153,152,148,138,123,93
KSJC:SWA157_30L_ac5326_20260531T145111Z,train,137,136,132,122,107,77
KSJC:SWA157_30L_ac62cc_20260517T145359Z,train,146,145,141,131,116,86
KSJC:SWA157_30L_ac6622_20260503T145032Z,train,136,135,131,121,106,76
KSJC:SWA157_30L_ac789b_20260516T145936Z,train,148,147,143,133,118,88
KSJC:SWA157_30L_ad21bc_20260512T154947Z,train,139,138,134,124,109,79
KSJC:SWA157_30R_aaa2b0_20260520T155305Z,train,131,130,126,116,101,71
KSJC:SWA1585_30L_a2b759_20260706T041018Z,train,259,258,254,244,229,199
KSJC:SWA1585_30L_acc02b_20260629T041517Z,train,212,211,207,197,182,152
KSJC:SWA162_30L_ac53d5_20260525T042209Z,train,126,125,121,111,96,66
KSJC:SWA1656_12R_a25d36_20260527T155648Z,train,234,233,229,219,204,174
KSJC:SWA1656_30L_a19404_20260510T155839Z,train,145,144,140,130,115,85
KSJC:SWA1656_30L_a196c8_20260521T162855Z,train,138,137,133,123,108,78
KSJC:SWA1656_30L_a1a697_20260504T162728Z,train,134,133,129,119,104,74
KSJC:SWA1656_30L_a1a697_20260506T155444Z,val,152,151,147,137,122,92
KSJC:SWA1656_30L_a1e302_20260522T162706Z,train,148,147,143,133,118,88
KSJC:SWA1656_30L_a20471_20260526T155526Z,train,147,146,142,132,117,87
KSJC:SWA1656_30L_a2396e_20260529T162940Z,train,141,140,136,126,111,81
KSJC:SWA1656_30L_a23d25_20260514T162633Z,val,142,141,137,127,112,82
KSJC:SWA1656_30L_a23d25_20260515T165434Z,train,146,145,141,131,116,86
KSJC:SWA1656_30L_a240dc_20260518T162738Z,train,139,138,134,124,109,79
KSJC:SWA1656_30L_a284b5_20260513T155209Z,train,136,135,131,121,106,76
KSJC:SWA1656_30L_a53b69_20260511T162645Z,train,119,118,114,104,89,59
KSJC:SWA1656_30L_a55f31_20260517T160936Z,val,167,166,162,152,137,107
KSJC:SWA1656_30L_a5b59d_20260525T163033Z,train,149,148,144,134,119,89
KSJC:SWA1656_30L_a5dd1c_20260530T155634Z,train,134,133,129,119,104,74
KSJC:SWA1656_30L_a60852_20260516T155841Z,train,134,133,129,119,104,74
KSJC:SWA1656_30L_a615d0_20260501T163017Z,train,137,136,132,122,107,77
KSJC:SWA1656_30L_a615d0_20260502T160408Z,train,129,128,124,114,99,69
KSJC:SWA1656_30L_a620f5_20260531T160301Z,val,70,69,65,55,40,10
KSJC:SWA1656_30L_aa72f5_20260505T161152Z,val,141,140,136,126,111,81
KSJC:SWA1656_30L_aa7718_20260508T162510Z,train,137,136,132,122,107,77
KSJC:SWA1656_30L_aa7df3_20260512T154103Z,train,132,131,127,117,102,72
KSJC:SWA1656_30L_aaa224_20260524T164634Z,train,130,129,125,115,100,70
KSJC:SWA1656_30L_ac7c52_20260519T155137Z,train,150,149,145,135,120,90
KSJC:SWA1656_30L_ace7aa_20260520T155057Z,train,135,134,130,120,105,75
KSJC:SWA1656_30L_ad41cd_20260507T163203Z,train,137,136,132,122,107,77
KSJC:SWA1656_30R_a260ed_20260523T155503Z,train,127,126,122,112,97,67
KSJC:SWA1662_12R_ac28e5_20260702T062059Z,train,217,216,212,202,187,157
KSJC:SWA1662_12R_ac3ac9_20260701T062332Z,train,221,220,216,206,191,161
KSJC:SWA1662_30L_abb995_20260715T055958Z,train,129,128,124,114,99,69
KSJC:SWA1662_30L_ac046e_20260708T064038Z,val,130,129,125,115,100,70
KSJC:SWA1662_30L_ac0c24_20260716T070736Z,train,146,145,141,131,116,86
KSJC:SWA1662_30L_ac2439_20260709T061139Z,train,126,125,121,111,96,66
KSJC:SWA1662_30R_abc12a_20260722T061442Z,train,124,123,119,109,94,64
KSJC:SWA1666_30L_abaeb2_20260708T031610Z,train,132,131,127,117,102,72
KSJC:SWA1666_30L_ac0c24_20260702T013042Z,train,127,126,122,112,97,67
KSJC:SWA1666_30L_ac3b0f_20260709T015051Z,train,135,134,130,120,105,75
KSJC:SWA1666_30L_ac5b66_20260716T011656Z,train,129,128,124,114,99,69
KSJC:SWA1666_30L_ac62f3_20260701T013948Z,val,124,123,119,109,94,64
KSJC:SWA1666_30L_ac668d_20260715T005249Z,train,129,128,124,114,99,69
KSJC:SWA1666_30R_ac13d6_20260722T005647Z,train,119,118,114,104,89,59
KSJC:SWA1670_30L_abeb31_20260718T062717Z,train,164,163,159,149,134,104
KSJC:SWA1670_30L_abefba_20260630T063049Z,train,150,149,145,135,120,90
KSJC:SWA1670_30L_ac20c4_20260703T073348Z,train,223,222,218,208,193,163
KSJC:SWA1670_30L_ac3338_20260629T065212Z,val,271,270,266,256,241,211
KSJC:SWA1670_30L_ac486a_20260712T041903Z,train,308,307,303,293,278,248
KSJC:SWA1670_30L_ac5ab7_20260707T065737Z,val,132,131,127,117,102,72
KSJC:SWA1670_30L_ac5e6e_20260714T063244Z,train,221,220,216,206,191,161
KSJC:SWA1670_30L_ac6645_20260717T070427Z,train,220,219,215,205,190,160
KSJC:SWA1670_30L_ac71df_20260720T061601Z,train,204,203,199,189,174,144
KSJC:SWA1670_30L_ac758a_20260704T064852Z,train,218,217,213,203,188,158
KSJC:SWA1670_30L_ac75dc_20260706T060814Z,train,197,196,192,182,167,137
KSJC:SWA1670_30R_ac1701_20260721T062932Z,val,217,216,212,202,187,157
KSJC:SWA1670_30R_ac1a44_20260711T074325Z,train,154,153,149,139,124,94
KSJC:SWA1670_30R_ac2b61_20260710T094351Z,train,199,198,194,184,169,139
KSJC:SWA1681_30L_a1bb83_20260518T001825Z,train,152,151,147,137,122,92
KSJC:SWA1681_30L_aa77c0_20260510T230936Z,train,131,130,126,116,101,71
KSJC:SWA1681_30L_aaad49_20260531T234616Z,train,151,150,146,136,121,91
KSJC:SWA1685_12R_ac578c_20260528T181222Z,train,216,215,211,201,186,156
KSJC:SWA1685_30L_abc09e_20260705T004048Z,val,132,131,127,117,102,72
KSJC:SWA1685_30L_abd9d9_20260507T175015Z,train,139,138,134,124,109,79
KSJC:SWA1685_30L_abe77a_20260518T182934Z,train,135,134,130,120,105,75
KSJC:SWA1685_30L_abef2f_20260508T175840Z,train,150,149,145,135,120,90
KSJC:SWA1685_30L_ac12d6_20260515T175444Z,train,145,144,140,130,115,85
KSJC:SWA1685_30L_ac1701_20260529T183420Z,train,137,136,132,122,107,77
KSJC:SWA1685_30L_ac2836_20260522T173425Z,val,120,119,115,105,90,60
KSJC:SWA1685_30L_ac28e5_20260501T174426Z,val,133,132,128,118,103,73
KSJC:SWA1685_30L_ac3eba_20260504T174431Z,train,123,122,118,108,93,63
KSJC:SWA1685_30L_ac3f2f_20260521T175713Z,train,128,127,123,113,98,68
KSJC:SWA1685_30L_ac5a4a_20260525T175409Z,train,131,130,126,116,101,71
KSJC:SWA1685_30R_ac4279_20260514T174244Z,train,136,135,131,121,106,76
KSJC:SWA1687_30L_ab5b2b_20260507T040336Z,train,144,143,139,129,114,84
KSJC:SWA1687_30L_ab5b8c_20260527T050621Z,train,132,131,127,117,102,72
KSJC:SWA1687_30L_ab5faa_20260523T072610Z,val,120,119,115,105,90,60
KSJC:SWA1687_30L_ab6229_20260530T064430Z,train,153,152,148,138,123,93
KSJC:SWA1687_30L_ab628c_20260505T062130Z,train,145,144,140,130,115,85
KSJC:SWA1687_30L_abb1c2_20260528T041906Z,train,140,139,135,125,110,80
KSJC:SWA1687_30L_abb205_20260521T045325Z,train,131,130,126,116,101,71
KSJC:SWA1687_30L_abb8a0_20260501T062417Z,train,133,132,128,118,103,73
KSJC:SWA1687_30L_abbc52_20260514T041314Z,val,136,135,131,121,106,76
KSJC:SWA1687_30L_abdc56_20260502T054658Z,val,127,126,122,112,97,67
KSJC:SWA1687_30L_abe80e_20260522T061317Z,train,129,128,124,114,99,69
KSJC:SWA1687_30L_abec4d_20260506T045124Z,train,143,142,138,128,113,83
KSJC:SWA1687_30L_ac0c64_20260519T063855Z,train,140,139,135,125,110,80
KSJC:SWA1687_30L_ac41ab_20260508T055857Z,train,145,144,140,130,115,85
KSJC:SWA1687_30L_ac4bdd_20260516T062059Z,train,136,135,131,121,106,76
KSJC:SWA1687_30L_ac501e_20260515T064023Z,val,137,136,132,122,107,77
KSJC:SWA1687_30L_ac5e8d_20260529T062046Z,train,129,128,124,114,99,69
KSJC:SWA1687_30L_ac6289_20260526T064544Z,train,129,128,124,114,99,69
KSJC:SWA1687_30L_ac62a9_20260512T061105Z,train,131,130,126,116,101,71
KSJC:SWA1687_30R_ac5f42_20260513T041843Z,train,131,130,126,116,101,71
KSJC:SWA168_30L_abfc71_20260628T232923Z,train,145,144,140,130,115,85
KSJC:SWA168_30L_ac24c5_20260705T231545Z,train,127,126,122,112,97,67
KSJC:SWA168_30L_ac7566_20260712T225937Z,train,129,128,124,114,99,69
KSJC:SWA1727_30L_abb8a0_20260711T045456Z,train,136,135,131,121,106,76
KSJC:SWA1727_30L_abbc75_20260702T031127Z,train,135,134,130,120,105,75
KSJC:SWA1727_30L_abc012_20260707T043916Z,train,122,121,117,107,92,62
KSJC:SWA1727_30L_abc0e4_20260703T033841Z,train,148,147,143,133,118,88
KSJC:SWA1727_30L_abc455_20260717T032954Z,train,128,127,123,113,98,68
KSJC:SWA1727_30L_abe77a_20260709T051158Z,val,137,136,132,122,107,77
KSJC:SWA1727_30L_abfdf8_20260706T035842Z,train,126,125,121,111,96,66
KSJC:SWA1727_30L_ac006d_20260704T041439Z,train,129,128,124,114,99,69
KSJC:SWA1727_30L_ac20c4_20260713T032019Z,train,133,132,128,118,103,73
KSJC:SWA1727_30L_ac2c10_20260710T050916Z,val,128,127,123,113,98,68
KSJC:SWA1727_30L_ac36cc_20260716T041211Z,train,159,158,154,144,129,99
KSJC:SWA1727_30L_ac37bd_20260630T040822Z,train,145,144,140,130,115,85
KSJC:SWA1727_30L_ac5765_20260714T034754Z,train,136,135,131,121,106,76
KSJC:SWA1727_30L_ac5ab7_20260701T031939Z,train,130,129,125,115,100,70
KSJC:SWA1727_30L_ac5e6e_20260715T031250Z,train,134,133,129,119,104,74
KSJC:SWA1728_12R_abeb9f_20260702T061837Z,train,214,213,209,199,184,154
KSJC:SWA1728_12R_ac3ea3_20260701T074941Z,train,221,220,216,206,191,161
KSJC:SWA1728_30L_a14380_20260707T061041Z,train,145,144,140,130,115,85
KSJC:SWA1728_30L_a143e9_20260706T054706Z,train,130,129,125,115,100,70
KSJC:SWA1728_30L_a146f1_20260629T061058Z,train,129,128,124,114,99,69
KSJC:SWA1728_30L_abd50f_20260705T031509Z,train,126,125,121,111,96,66
KSJC:SWA1728_30L_ac0843_20260630T055644Z,train,130,129,125,115,100,70
KSJC:SWA1728_30L_ac0c64_20260714T062650Z,train,124,123,119,109,94,64
KSJC:SWA1728_30L_ac1a72_20260717T054421Z,train,133,132,128,118,103,73
KSJC:SWA1728_30L_ac36ef_20260711T073615Z,train,126,125,121,111,96,66
KSJC:SWA1728_30L_ac3adf_20260708T071818Z,train,136,135,131,121,106,76
KSJC:SWA1728_30L_ac3f09_20260716T051433Z,train,134,133,129,119,104,74
KSJC:SWA1728_30L_ac4c44_20260718T062301Z,val,131,130,126,116,101,71
KSJC:SWA1728_30L_ac5700_20260703T064004Z,val,121,120,116,106,91,61
KSJC:SWA1728_30L_ac5746_20260715T052540Z,train,145,144,140,130,115,85
KSJC:SWA1728_30L_ac692a_20260628T055058Z,train,134,133,129,119,104,74
KSJC:SWA1728_30R_abfd00_20260710T073151Z,train,133,132,128,118,103,73
KSJC:SWA1728_30R_ac08b1_20260713T054937Z,val,128,127,123,113,98,68
KSJC:SWA1728_30R_ac0bde_20260721T054159Z,train,120,119,115,105,90,60
KSJC:SWA1728_30R_ac1b21_20260722T055237Z,train,119,118,114,104,89,59
KSJC:SWA1769_30L_a1f1de_20260520T005125Z,train,131,130,126,116,101,71
KSJC:SWA1769_30L_a20e38_20260521T011230Z,train,133,132,128,118,103,73
KSJC:SWA1769_30L_a235b7_20260513T003951Z,train,139,138,134,124,109,79
KSJC:SWA1769_30L_aa9b20_20260507T004028Z,val,127,126,122,112,97,67
KSJC:SWA1769_30L_aaad49_20260514T003835Z,val,138,137,133,123,108,78
KSJC:SWA1769_30L_ac8b2e_20260528T011401Z,train,133,132,128,118,103,73
KSJC:SWA1769_30L_ad694c_20260506T014627Z,train,141,140,136,126,111,81
KSJC:SWA1774_30L_abbce5_20260511T050536Z,train,145,144,140,130,115,85
KSJC:SWA1799_30L_a2195d_20260504T030909Z,train,122,121,117,107,92,62
KSJC:SWA1799_30L_a5aa78_20260511T033929Z,train,137,136,132,122,107,77
KSJC:SWA1799_30L_aa779d_20260518T030518Z,train,158,157,153,143,128,98
KSJC:SWA1839_30L_a1dcf2_20260710T031953Z,val,243,242,238,228,213,183
KSJC:SWA1839_30L_a1fd03_20260701T040606Z,val,208,207,203,193,178,148
KSJC:SWA1839_30L_a29eb6_20260708T021742Z,val,216,215,211,201,186,156
KSJC:SWA1839_30L_a3117c_20260704T032452Z,val,233,232,228,218,203,173
KSJC:SWA1839_30L_a528d6_20260714T031840Z,train,216,215,211,201,186,156
KSJC:SWA1839_30L_a537b2_20260707T031259Z,val,210,209,205,195,180,150
KSJC:SWA1839_30L_a586b0_20260702T023903Z,train,209,208,204,194,179,149
KSJC:SWA1839_30L_a5ca89_20260711T032515Z,train,152,151,147,137,122,92
KSJC:SWA1839_30L_ad12e0_20260715T023101Z,train,145,144,140,130,115,85
KSJC:SWA1839_30L_ad1697_20260717T025535Z,train,143,142,138,128,113,83
KSJC:SWA1839_30R_a5b954_20260722T023916Z,train,215,214,210,200,185,155
KSJC:SWA1855_12R_ac5723_20260528T230849Z,val,268,267,263,253,238,208
KSJC:SWA1855_30L_a55055_20260504T005357Z,train,124,123,119,109,94,64
KSJC:SWA1855_30L_a586b0_20260511T003113Z,train,142,141,137,127,112,82
KSJC:SWA1855_30L_a5ae2f_20260530T220414Z,val,148,147,143,133,118,88
KSJC:SWA1855_30L_aa7a61_20260523T220505Z,train,128,127,123,113,98,68
KSJC:SWA1855_30L_abb12d_20260515T230056Z,train,144,143,139,129,114,84
KSJC:SWA1855_30L_abd90c_20260501T233914Z,train,132,131,127,117,102,72
KSJC:SWA1855_30L_abd9b6_20260521T223633Z,train,141,140,136,126,111,81
KSJC:SWA1855_30L_abec4d_20260511T230908Z,train,131,130,126,116,101,71
KSJC:SWA1855_30L_abf949_20260529T230244Z,train,127,126,122,112,97,67
KSJC:SWA1855_30L_ac011d_20260515T000411Z,train,135,134,130,120,105,75
KSJC:SWA1855_30L_ac32f2_20260507T224333Z,val,140,139,135,125,110,80
KSJC:SWA1855_30L_ac3f2f_20260504T225502Z,train,145,144,140,130,115,85
KSJC:SWA1855_30L_ac5b43_20260508T224800Z,train,141,140,136,126,111,81
KSJC:SWA1855_30L_ac6622_20260518T231751Z,val,143,142,138,128,113,83
KSJC:SWA1855_30L_aca01a_20260518T002034Z,train,163,162,158,148,133,103
KSJC:SWA1855_30L_ad0f29_20260509T215030Z,train,148,147,143,133,118,88
KSJC:SWA1855_30L_ad1697_20260516T220748Z,train,139,138,134,124,109,79
KSJC:SWA1855_30L_ad7bdf_20260502T214139Z,train,145,144,140,130,115,85
KSJC:SWA1860_30L_ad2ce1_20260704T165500Z,train,131,130,126,116,101,71
KSJC:SWA1863_30R_ac3e80_20260704T183912Z,train,121,120,116,106,91,61
KSJC:SWA186_12R_abe075_20260701T190936Z,train,355,354,350,340,325,295
KSJC:SWA186_30L_ab5b8c_20260707T191736Z,train,140,139,135,125,110,80
KSJC:SWA186_30L_abb271_20260708T191817Z,train,135,134,130,120,105,75
KSJC:SWA186_30L_abb9b2_20260713T215451Z,val,125,124,120,110,95,65
KSJC:SWA186_30L_abc4be_20260714T184049Z,train,125,124,120,110,95,65
KSJC:SWA186_30L_abd559_20260717T221051Z,train,134,133,129,119,104,74
KSJC:SWA186_30L_abe475_20260702T222158Z,train,119,118,114,104,89,59
KSJC:SWA186_30L_abe77a_20260629T222847Z,train,140,139,135,125,110,80
KSJC:SWA186_30L_abef16_20260715T184718Z,train,128,127,123,113,98,68
KSJC:SWA186_30L_abfac6_20260706T224808Z,train,123,122,118,108,93,63
KSJC:SWA186_30L_abfdaf_20260711T004941Z,train,140,139,135,125,110,80
